"RMI","65685","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   860058070","             ","          1037.00","          5.75","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RMI","65686","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800179736","             ","          1125.00","          2.25","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RMI","65687","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   901143766","             ","          982.00","          7.00","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RMI","65688","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800200598","             ","          445.00","          6.00","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RMI","65689","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   901143766","             ","          982.00","          6.00","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RMI","65690","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   901143766","             ","          1030.00","          2.75","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RMI","65691","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   860058070","             ","          1030.00","          8.00","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RMI","65692","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800200598","             ","          445.00","          7.00","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RMI","65691","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   860058070","             ","          1030.00","          0.50","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RZO","22983","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800179736","             ","          00369","          2.75","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RZO","22984","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800179736","             ","          01125","          2.25","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RZO","22985","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800200598","             ","          00424","          8.00","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RZO","22983","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800179736","             ","          ","          0.25","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RZO","22985","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800200598","             ","          00424","          0.50","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
"RZO","22988","900180449"," 2020 ","09 ","09","F","    "," 2020 ","09 ","09","                                                                                ","   800173155","             ","          01037","          2.00","        0.00","        0.00","       19.00","        ","        0.00","  0.00","006"," ","0.00","0.00","0.00","0.00","       "," "," 0.00 ","0.00","0.00","0.00","","0.00","","0.00","",0.00
